id,feedback,trial_condition,block,trial,correct_resp,resp,correct,rt
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,20,left,left,1,0.662
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,21,left,right,0,-0.45
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,22,right,left,0,-0.428
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,23,right,right,1,0.574
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,24,left,left,1,0.751
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,25,right,right,1,0.524
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,26,right,right,1,0.66
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,27,left,left,1,0.607
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,28,left,left,1,0.497
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,29,left,left,1,0.744
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,30,right,right,1,0.573
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,31,right,right,1,0.51
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,32,right,right,1,0.629
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,33,left,left,1,0.551
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,34,right,right,1,0.479
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,35,left,right,0,-0.534
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,36,right,right,1,0.499
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,37,left,left,1,0.545
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,38,left,left,1,0.6
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,39,left,left,1,0.459
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,40,left,left,1,0.432
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,41,right,left,0,-0.389
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,42,left,left,1,0.55
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,43,left,left,1,0.438
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,44,left,left,1,0.643
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,45,right,left,0,-0.486
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,46,right,right,1,0.458
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,47,left,left,1,0.512
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,48,left,left,1,0.543
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,49,right,left,0,-0.471
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,50,right,right,1,0.883
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,51,left,left,1,0.955
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,52,right,right,1,0.581
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,53,right,right,1,0.598
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,54,left,left,1,0.68
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,55,right,right,1,0.524
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,56,right,right,1,0.802
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,21,57,left,left,1,1.137
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,1,right,right,1,0.743
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,2,left,right,0,-0.461
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,3,left,right,0,-0.47
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,4,right,right,1,0.538
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,5,right,right,1,0.514
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,6,left,left,1,0.673
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,7,left,left,1,0.476
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,8,right,right,1,0.523
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,9,right,right,1,0.49
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,10,left,left,1,0.481
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,11,left,left,1,0.6
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,12,left,left,1,0.617
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,13,left,left,1,0.451
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,14,right,right,1,0.825
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,15,left,left,1,0.688
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,16,left,left,1,0.484
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,17,right,right,1,0.731
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,18,right,right,1,0.543
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,19,left,left,1,1.543
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,20,right,right,1,0.657
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,21,left,left,1,0.668
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,22,left,left,1,0.583
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,23,left,left,1,0.424
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,24,right,left,0,-0.558
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,25,left,left,1,1.035
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,26,right,right,1,0.64
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,27,right,right,1,0.586
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,28,left,left,1,0.556
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,29,left,left,1,0.468
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,30,right,right,1,0.45
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,31,right,right,1,0.416
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,32,right,right,1,0.429
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,33,right,right,1,0.386
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,34,left,right,0,-0.407
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,35,right,right,1,0.504
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,36,right,right,1,0.408
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,37,right,right,1,0.444
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,38,left,right,0,-0.449
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,39,right,right,1,0.588
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,40,left,left,1,0.445
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,41,right,right,1,0.442
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,42,left,right,0,-0.416
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,43,right,right,1,0.48
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,44,right,left,0,-0.463
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,45,right,right,1,0.554
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,46,left,left,1,0.49
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,47,left,left,1,1.209
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,48,right,right,1,0.45
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,49,left,left,1,0.592
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,50,left,left,1,0.905
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,51,left,left,1,0.443
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,52,right,right,1,0.752
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,53,left,left,1,0.589
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,54,left,left,1,0.487
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,55,right,right,1,0.581
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,56,right,right,1,0.655
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,57,left,right,0,-0.49
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,22,58,right,right,1,0.478
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,1,right,right,1,0.568
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,2,left,left,1,0.545
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,3,right,right,1,0.473
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,4,right,right,1,0.423
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,5,right,right,1,0.556
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,6,left,left,1,0.549
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,7,left,left,1,0.485
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,8,right,right,1,0.675
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,9,left,left,1,0.535
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,10,left,right,0,-0.415
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,11,right,right,1,0.392
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,12,right,right,1,0.421
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,13,left,left,1,0.394
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,14,left,left,1,0.398
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,15,left,left,1,0.435
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,16,left,left,1,0.408
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,17,left,left,1,0.413
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,18,right,right,1,0.442
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,19,right,right,1,0.431
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,20,right,right,1,0.636
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,21,left,left,1,0.598
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,22,left,left,1,0.408
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,23,left,left,1,0.46
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,24,right,right,1,0.554
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,25,left,left,1,0.555
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,26,left,left,1,0.411
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,27,right,right,1,0.504
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,28,right,right,1,0.591
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,29,right,left,0,-0.48
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,30,right,left,0,-0.38
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,31,left,left,1,0.708
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,32,left,left,1,0.441
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,33,left,left,1,0.503
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,34,right,right,1,0.702
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,35,right,right,1,0.538
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,36,right,right,1,0.49
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,37,right,right,1,0.689
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,38,right,right,1,0.493
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,39,right,right,1,0.508
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,40,right,right,1,0.603
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,41,left,left,1,0.844
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,42,left,left,1,0.612
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,43,right,right,1,0.878
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,44,right,right,1,1.295
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,45,right,right,1,0.578
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,46,left,left,1,0.538
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,47,left,left,1,0.595
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,48,right,right,1,0.54
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,49,left,left,1,1.252
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,50,left,left,1,0.67
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,51,right,right,1,0.586
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,52,left,left,1,0.771
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,53,left,left,1,0.553
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,54,left,left,1,0.529
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,55,right,left,0,-0.465
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,56,left,left,1,0.492
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,57,left,left,1,0.435
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,58,right,right,1,0.576
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,59,right,right,1,0.521
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,60,right,right,1,0.649
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,23,61,left,left,1,0.796
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,1,right,right,1,0.628
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,2,left,left,1,0.559
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,3,left,left,1,0.439
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,4,left,left,1,0.445
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,5,left,left,1,0.61
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,6,left,left,1,0.404
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,7,right,left,0,-0.361
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,8,left,left,1,0.513
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,9,right,right,1,0.52
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,10,left,left,1,0.448
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,11,left,left,1,0.509
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,12,left,left,1,0.596
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,13,right,right,1,0.662
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,14,left,left,1,0.449
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,15,left,left,1,0.471
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,16,left,left,1,0.485
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,17,left,left,1,0.588
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,18,right,left,0,-0.476
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,19,left,left,1,0.559
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,20,right,right,1,0.591
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,21,right,right,1,0.513
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,22,left,right,0,-0.88
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,23,right,right,1,0.853
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,24,left,left,1,0.654
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,25,left,right,0,-0.464
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,26,left,left,1,0.603
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,27,left,left,1,0.549
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,28,left,left,1,0.773
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,29,right,left,0,-0.426
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,30,left,left,1,0.573
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,31,right,right,1,0.646
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,32,left,right,0,-0.576
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,33,right,right,1,0.814
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,34,left,left,1,0.485
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,35,left,left,1,0.844
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,36,right,right,1,0.588
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,37,right,right,1,0.501
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,38,left,left,1,0.772
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,39,left,left,1,0.554
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,40,right,right,1,0.73
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,41,left,right,0,-0.431
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,42,left,left,1,1.241
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,43,right,right,1,0.747
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,44,left,left,1,0.496
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,45,right,right,1,0.783
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,46,left,left,1,0.621
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,47,right,left,0,-0.559
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,48,left,left,1,0.796
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,49,left,right,0,-0.539
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,50,right,right,1,0.623
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,51,right,right,1,0.45
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,52,left,right,0,-0.351
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,53,left,left,1,0.495
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,54,left,left,1,0.454
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,55,left,left,1,0.452
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,56,left,left,1,0.633
NA,Time,Thursday 11th of June 2015 11:29:42 AM txt,24,57,left,left,1,0.5
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,1,right,right,1,2.305
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,2,right,right,1,2.622
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,3,left,left,1,1.532
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,4,right,right,1,1.669
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,5,right,right,1,4.13
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,6,right,right,1,3.118
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,7,left,left,1,1.128
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,8,left,left,1,1.815
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,9,right,right,1,1.696
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,10,left,left,1,2.301
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,11,right,right,1,2.483
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,12,left,left,1,1.269
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,13,left,left,1,2.303
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,14,right,right,1,1.468
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,15,right,right,1,1.716
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,16,right,right,1,3.331
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,17,right,right,1,3.026
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,18,left,left,1,1.426
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,19,right,right,1,2.073
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,20,left,left,1,0.967
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,21,left,left,1,0.93
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,22,left,left,1,1.02
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,23,left,left,1,0.649
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,24,left,left,1,0.852
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,25,right,right,1,0.787
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,26,right,right,1,0.938
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,27,right,right,1,2.492
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,28,left,left,1,1.198
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,29,right,right,1,1.143
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,30,left,left,1,0.91
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,31,right,right,1,1.904
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,32,right,right,1,0.707
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,33,left,left,1,0.615
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,34,left,left,1,0.826
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,35,left,left,1,0.737
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,36,left,left,1,0.765
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,37,left,left,1,2.596
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,38,right,right,1,0.744
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,39,left,left,1,0.51
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,1,40,right,right,1,0.613
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,1,right,right,1,1.184
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,2,left,left,1,0.801
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,3,left,right,0,-0.608
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,4,left,left,1,2.405
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,5,left,left,1,0.997
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,6,right,right,1,0.76
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,7,right,right,1,0.766
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,8,right,right,1,0.764
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,9,right,right,1,3.242
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,10,right,left,0,-2.039
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,11,right,right,1,2.779
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,12,right,right,1,3.596
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,13,right,right,1,1.731
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,14,left,left,1,1.289
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,15,left,left,1,1.228
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,16,right,right,1,0.598
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,17,left,left,1,0.783
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,18,left,left,1,0.918
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,19,left,left,1,0.664
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,20,right,right,1,0.723
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,21,left,left,1,0.639
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,22,right,right,1,0.674
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,23,left,left,1,0.735
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,24,right,right,1,1.091
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,25,left,left,1,0.849
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,26,left,left,1,0.993
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,27,left,left,1,1.46
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,28,right,right,1,1.459
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,29,right,right,1,0.602
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,30,left,right,0,-0.772
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,31,left,left,1,0.615
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,32,left,left,1,0.737
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,33,right,right,1,0.71
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,34,left,left,1,0.962
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,35,right,right,1,0.917
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,36,right,left,0,-2.895
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,37,right,right,1,0.712
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,38,left,left,1,1.02
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,39,right,right,1,0.769
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,2,40,left,left,1,0.687
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,1,left,left,1,1.492
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,2,right,right,1,0.9
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,3,left,left,1,0.669
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,4,right,right,1,0.8
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,5,right,right,1,1.063
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,6,left,left,1,0.661
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,7,left,left,1,0.864
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,8,left,left,1,0.952
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,9,left,left,1,0.811
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,10,right,right,1,0.785
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,11,right,right,1,1
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,12,right,right,1,1.012
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,13,left,left,1,0.72
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,14,right,right,1,0.684
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,15,right,right,1,0.751
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,16,right,right,1,0.693
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,17,left,left,1,0.712
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,18,right,right,1,0.637
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,19,right,right,1,1.159
NA,Trial,Thursday 11th of June 2015 12:25:58 PM txt,3,20,left,left,1,0.799
